0	0	0.0000	-10050	50:50:0:0:0:0	0.0000	0.0189	30.0000	333.0285	0.6667	0.0000	0.0000	0
1	0	0.0300	-10050	50:50:0:0:0:0	0.0000	0.0326	30.0000	334.5512	0.6667	0.0000	0.0000	0
2	0	0.0600	-10050	50:50:0:0:0:0	0.0000	0.0617	30.0000	328.2027	0.6667	0.0000	0.0000	0
3	0	0.0900	-10050	50:50:0:0:0:0	0.0000	0.0904	30.0000	321.7626	0.6667	0.0000	0.0000	0
4	0	0.1200	-10050	50:50:0:0:0:0	0.0000	0.1247	30.0000	329.5254	0.6667	0.0000	0.0000	0
5	0	0.1500	-10050	50:50:0:0:0:0	0.0000	0.1573	30.0000	311.6317	0.6667	0.0000	0.0000	0	4
6	0	0.1800	-10050	50:50:0:0:0:0	0.0000	0.1811	21.0164	320.0063	0.6901	0.0000	12.1979	4
7	0	0.2100	-10050	50:50:0:0:0:0	0.0000	0.2418	21.0448	315.8742	0.6904	0.0000	13.1904	4
8	0	0.2400	-10050	50:50:0:0:0:0	0.0000	0.2867	21.3071	314.9287	0.6894	0.0000	12.5256	4
9	0	0.2700	-10050	50:50:0:0:0:0	0.0000	0.3108	20.8459	310.3687	0.6911	0.0000	12.8474	4
10	0	0.3000	-10050	50:50:0:0:0:0	0.0000	0.3597	20.6959	304.6072	0.6917	0.0000	13.3178	4
