0	100	0.3000	1.5	100:0:0:0:0:0	1.8333	0.2808	15.7153	209.5389	0.7092	27.1661	36.7434	4
1	100	0.3000	1.5	90:0:10:0:0:0	1.7937	0.2982	15.4112	191.0323	0.7239	25.2327	36.1861	4
2	100	0.3000	1.5	80:0:20:0:0:0	1.6745	0.3033	15.2524	212.3318	0.7394	24.1222	35.8060	4
3	100	0.3000	1.5	70:0:30:0:0:0	1.4955	0.3176	14.9887	192.0016	0.7570	22.0556	35.2798	4
4	100	0.3000	1.5	60:0:40:0:0:0	1.4619	0.2865	14.8302	198.4864	0.7767	20.4701	34.3930	4
5	100	0.3000	1.5	50:0:50:0:0:0	1.2620	0.2962	14.6844	202.5930	0.8006	18.1420	33.5170	4
6	100	0.3000	1.5	40:0:60:0:0:0	1.0198	0.2748	14.4969	201.8599	0.8234	16.2313	32.5088	4
7	100	0.3000	1.5	30:0:70:0:0:0	0.8336	0.3013	14.4140	212.9743	0.8538	13.5635	31.5184	4
8	100	0.3000	1.5	20:0:80:0:0:0	0.4842	0.2700	16.8464	222.4431	0.8790	10.1379	31.3124	3	4
9	100	0.3000	1.5	10:0:90:0:0:0	0.2102	0.2615	15.8286	225.5676	0.9363	5.8027	30.4249	3
10	100	0.3000	1.5	0:0:100:0:0:0	0.0000	0.2406	15.0000	242.2754	1.0000	0.0000	30.5549	3
