0	111019.0624
0	109899.7535
0	106467.8743
0	103034.6788
0	98668.5769
0	100772.5909
0	94938.3956
0	95354.7918
0	92126.3889
0	91039.3745
0	88184.8991
0	87316.5293
0	83389.8300
0	82736.0829
0	75062.3224
0	76621.9849
0	72985.7689
0	73376.5331
0	70089.6968
0	70196.5638
0	67648.3170
0	68303.4078
1	93367.3337
1	93646.7866
1	91798.9554
1	92274.4199
1	89491.1719
1	90901.7375
1	88387.2125
1	88582.3882
1	87420.2751
1	87809.9846
1	85261.8317
1	85688.4524
1	84097.6248
1	84566.1187
1	82997.3050
1	83214.0937
1	81445.0987
1	82020.3722
1	80279.2522
1	80772.3176
1	79668.7050
1	80122.8721
2	91404.2983
2	92260.1887
2	91472.4001
2	89489.2795
2	88961.3147
2	88734.2328
2	86615.0934
2	87883.8715
2	85144.5962
2	84975.9461
2	85251.0561
2	83933.0541
2	81772.0339
2	83338.8890
2	81409.0119
2	79987.1359
2	80346.5717
2	79351.9127
2	78797.0458
2	78398.2906
2	77628.5031
2	77114.1679
1	68915.0807
1	67391.4443
1	68277.2855
1	67237.0780
1	67196.7957
1	67538.5325
1	65990.6139
1	66827.5635
1	65564.5424
1	65695.8534
1	65615.6839
1	65782.9214
1	64684.0799
1	65711.9477
1	64371.2764
1	64623.2232
1	64901.9484
1	63865.1600
1	64126.8028
1	63552.5592
1	63425.2452
1	64312.7404
2	67441.8852
2	67336.6480
2	67075.5216
2	66897.5922
2	65997.3173
2	66379.8036
2	66076.1833
2	65720.6759
2	65264.6343
2	65361.0416
2	65570.3142
2	65132.2949
2	63274.4844
2	64381.6754
2	64000.1700
2	63877.3253
2	63081.1876
2	63034.4446
2	62816.3241
2	62637.1245
2	61776.6279
2	62169.2049
0	109890.6022
0	110739.5359
0	106639.5410
0	105764.6192
0	98277.0189
0	100088.6844
0	94284.5538
0	95701.3965
0	91870.9264
0	90887.8591
0	88126.8797
0	86810.5890
0	83477.5532
0	83182.2099
0	79735.2507
0	79062.4562
2	78473.1935
2	79301.1869
2	78328.4757
2	77656.2119
2	78985.0709
2	75361.1591
0	110173.2967
0	109693.3625
0	100677.9878
0	99752.8902
0	92301.0791
0	91292.7260
0	84623.7779
0	83362.9582
0	76891.4797
0	77047.1601
0	71323.0133
0	70184.6655
0	65374.2957
0	65448.3026
0	60869.5807
0	60256.0887
0	56326.9915
0	55631.7059
0	51821.2472
0	51517.2146
0	48249.3317
0	47799.8082
1	93576.8313
1	94436.4803
1	86134.0555
1	85653.2470
1	78796.4497
1	78195.3271
1	72503.8811
1	72213.3717
1	66198.2212
1	65914.5545
1	61469.4701
1	60763.1671
1	56761.0723
1	56331.0533
1	52044.8943
1	52162.7893
1	48343.8950
1	48174.1517
1	44485.4058
1	44497.3688
1	41416.1691
1	41164.8104
2	91224.6194
2	92332.2515
2	84371.9685
2	84064.5837
2	77050.0289
2	77181.6557
2	70616.1811
2	70464.8862
2	65217.0759
2	64999.1055
2	60387.3025
2	59811.9487
2	55116.9996
2	55240.8700
2	50970.6926
2	51297.2856
2	47817.7551
2	47142.5089
2	44594.3948
2	43207.7670
2	41253.4045
2	41097.8154
1	66385.1310
1	66570.7014
1	67511.6793
1	66721.3699
1	67144.3612
1	67161.9624
1	65594.6285
1	66330.0822
1	66068.5595
1	65527.0967
1	66696.4126
1	65208.3126
1	65515.6590
1	66648.0546
1	65728.0137
1	66589.6317
1	65585.5992
1	66722.4965
1	66551.5674
1	64908.1264
1	65592.3389
1	65208.2703
2	67707.3349
2	66352.7437
2	68467.8020
2	67726.7753
2	67246.0117
2	67876.2785
2	68125.6445
2	67915.5993
2	67426.3872
2	68180.8962
2	67403.8824
2	67773.5546
2	67808.3470
2	68518.0346
2	66843.6651
2	67175.8348
2	67867.5960
2	67079.4242
2	66645.8590
2	67255.4702
2	67150.4070
2	66374.6787
0	108368.7267
0	109576.2308
0	101692.7434
0	97263.4470
0	91369.6594
0	91388.3143
0	84038.1901
0	83479.7158
0	76519.6570
0	76474.3758
0	70620.7949
1	48386.2882
1	72030.0789
0	63134.4562
1	59949.6431
0	59204.4579
1	56834.6081
0	59548.1681
1	56829.0311
0	56401.1471
1	56995.9233
0	56728.1292
