0	0	2	0	0	5	50	0	0.0127	5	700.3112	0.4999	0	0	0	
1	25	2	0	0	5	50	0.3715	0.0201	5	722.3446	0.5006	0.0004	0.0004	1	
2	12	2	0	0	5	50	0.1807	0.0163	5	706.8906	0.5	0.0004	0.0004	0	
3	18	2	0	0	5	50	0.2727	0.014	5	712.3087	0.5001	0	0	1	0
4	15	2	0	0	5	50	0.2244	0.0205	5	716.1966	0.4993	0	0	0	1
5	16	2	0	0	5	50	0.2418	0.0179	5	710.2128	0.5	0.0004	0.0004	1	0
6	0	2	0	0.4	5	50	0	0.023	5	627.056	0.5	0	0	0	
7	25	2	0	0.4	5	50	0.3707	0.022	5	662.8961	0.5	0.0009	0.0009	1	2
8	12	2	0	0.4	5	50	0.1811	0.0172	5	636.8214	0.5005	0.0004	0.0004	0	
9	18	2	0	0.4	5	50	0.2674	0.0182	5	652.907	0.4999	0	0	1	0
10	15	2	0	0.4	5	50	0.2276	0.0196	5	648.8918	0.4999	0.0005	0.0005	0	
11	16	2	0	0.4	5	50	0.24	0.0183	5	645.7869	0.5001	0	0	0	1
12	0	2	0	0.8	5	50	0	0.0183	5	468.8992	0.5	0	0	0	
13	25	2	0	0.8	5	50	0.3705	0.018	4.9994	513.4294	0.5001	0.0761	0.0761	2	1
14	12	2	0	0.8	5	50	0.1801	0.0159	4.9996	489.8195	0.4998	0.0392	0.0392	0	
15	18	2	0	0.8	5	50	0.2709	0.0141	4.9996	496.8973	0.5003	0.0559	0.0559	2	0
16	15	2	0	0.8	5	50	0.2239	0.0144	4.9996	502.3365	0.5002	0.0424	0.0424	0	2
17	16	2	0	0.8	5	50	0.2408	0.0193	4.9995	497.8138	0.4999	0.0641	0.0641	0	2
18	0	2	0	1.01	5	50	0	0.022	5	332.6113	0.4997	0	0	0	
19	25	2	0	1.01	5	50	0.3706	0.018	4.991	364.5965	0.4999	1.182	1.182	2	
20	12	2	0	1.01	5	50	0.1788	0.0154	4.9958	342.7114	0.5003	0.6026	0.6026	0	
21	18	2	0	1.01	5	50	0.2688	0.0142	4.9934	358.716	0.4998	0.8799	0.8799	2	
22	15	2	0	1.01	5	50	0.2239	0.014	4.9946	354.0422	0.5002	0.733	0.733	2	0
23	13	2	0	1.01	5	50	0.1952	0.0183	4.9953	349.0363	0.5003	0.6086	0.6086	2	0
24	0	2	0	1.2	5	50	0	0.0169	5	236.9064	0.4998	0	0	0	
25	25	2	0	1.2	5	50	0.3778	0.0146	4.9632	274.3638	0.4999	5.625	5.625	2	
26	12	2	0	1.2	5	50	0.1838	0.0154	4.9815	255.7874	0.4999	2.8837	2.8837	0	
27	18	2	0	1.2	5	50	0.2741	0.016	4.9729	261.0235	0.5004	4.1668	4.1668	2	0
28	15	2	0	1.2	5	50	0.2287	0.0163	4.9767	258.8526	0.4998	3.5032	3.5032	0	2
29	16	2	0	1.2	5	50	0.2444	0.0143	4.9754	261.3031	0.5002	3.6419	3.6419	0	2
30	0	2	0	1.4	5	50	0	0.0172	5	195.3295	0.5002	0	0	0	
31	25	2	0	1.4	5	50	0.388	0.0136	4.9226	226.2605	0.5001	14.4353	14.4353	2	0
32	12	2	0	1.4	5	50	0.1905	0.0165	4.9614	213.4291	0.4999	7.2227	7.2227	0	
33	18	2	0	1.4	5	50	0.2817	0.0163	4.9428	220.7493	0.5	10.5669	10.5669	0	2
34	21	2	0	1.4	5	50	0.3265	0.0144	4.9338	225.2763	0.4998	12.1744	12.1744	0	2
35	23	2	0	1.4	5	50	0.3576	0.0153	4.9276	223.6877	0.5	13.4509	13.4509	2	0
36	22	2	0	1.4	5	50	0.3426	0.0131	4.9305	224.2152	0.5002	12.8496	12.8496	0	2
37	0	2	0	1.5	5	50	0	0.017	5	186.6314	0.5003	0	0	0	
38	25	2	0	1.5	5	50	0.3911	0.0146	4.9027	215.4358	0.4999	19.5743	19.5743	0	2
39	37	2	0	1.5	5	50	0.5731	0.0158	4.8607	226.8425	0.5001	28.2057	28.2057	2	
40	31	2	0	1.5	5	50	0.4843	0.0178	4.882	224.6941	0.5001	24.1797	24.1797	2	
41	28	2	0	1.5	5	50	0.4376	0.0164	4.8917	222.3042	0.4999	21.7876	21.7876	2	
42	26	2	0	1.5	5	50	0.4071	0.0157	4.8992	217.5781	0.5001	20.2787	20.2787	2	0
43	0	2	0	0	8	50	0	0.0208	8	725.7139	0.4997	0	0	0	
44	25	2	0	0	8	50	0.3746	0.0183	8	731.2879	0.4997	0.0004	0.0004	1	
45	12	2	0	0	8	50	0.183	0.0157	8	725.3979	0.4999	0	0	0	
46	18	2	0	0	8	50	0.2707	0.0203	8	728.7391	0.4996	0	0	0	1
47	21	2	0	0	8	50	0.3156	0.0196	8	729.5377	0.4998	0.0004	0.0004	1	
48	19	2	0	0	8	50	0.2858	0.0243	8	726.3941	0.4996	0	0	1	0
49	0	2	0	0.4	8	50	0	0.0175	8	631.1167	0.5004	0	0	0	
50	25	2	0	0.4	8	50	0.3693	0.0188	8	658.6601	0.5003	0	0	1	2
51	12	2	0	0.4	8	50	0.1793	0.0215	8	642.7203	0.4992	0.0009	0.0009	0	
52	18	2	0	0.4	8	50	0.2689	0.0213	8	654.4854	0.5001	0.0009	0.0009	0	1
53	21	2	0	0.4	8	50	0.3155	0.0201	8	654.1986	0.4998	0.0013	0.0013	1	0
54	19	2	0	0.4	8	50	0.2808	0.0189	8	655.1386	0.4999	0	0	0	1
55	0	2	0	0.8	8	50	0	0.0191	8	468.4671	0.5	0	0	0	
56	25	2	0	0.8	8	50	0.3743	0.0261	7.9973	512.4299	0.5	0.0768	0.0768	1	2
57	12	2	0	0.8	8	50	0.1796	0.0172	7.9985	497.6747	0.5007	0.0414	0.0414	0	
58	18	2	0	0.8	8	50	0.2695	0.0209	7.998	507.0923	0.5	0.0574	0.0574	0	2
59	21	2	0	0.8	8	50	0.3146	0.0187	7.9974	503.5771	0.5001	0.0662	0.0662	2	1
60	19	2	0	0.8	8	50	0.2849	0.021	7.9977	504.9804	0.4996	0.0613	0.0613	0	2
61	0	2	0	1.01	8	50	0	0.0197	8	330.2437	0.5	0	0	0	
62	25	2	0	1.01	8	50	0.3776	0.0199	7.9565	360.33	0.5004	1.2055	1.2055	2	
63	12	2	0	1.01	8	50	0.1845	0.021	7.9784	343.1552	0.5003	0.6023	0.6023	0	
64	18	2	0	1.01	8	50	0.2722	0.0187	7.9689	351.2472	0.4998	0.8936	0.8936	2	0
65	15	2	0	1.01	8	50	0.2304	0.0202	7.9737	346.9992	0.5001	0.7587	0.7587	0	2
66	16	2	0	1.01	8	50	0.2448	0.0161	7.9708	343.7112	0.5	0.7707	0.7707	0	2
67	0	2	0	1.2	8	50	0	0.0198	8	232.5518	0.4998	0	0	0	
68	25	2	0	1.2	8	50	0.3913	0.0178	7.834	263.4774	0.4995	5.757	5.757	2	0
69	12	2	0	1.2	8	50	0.1927	0.0175	7.9138	250.347	0.5	2.8794	2.8794	0	
70	18	2	0	1.2	8	50	0.2867	0.0192	7.8754	257.2254	0.5003	4.2878	4.2878	0	
71	21	2	0	1.2	8	50	0.332	0.0187	7.8561	263.669	0.5001	4.8565	4.8565	0	2
72	23	2	0	1.2	8	50	0.3633	0.0134	7.8431	263.0426	0.5002	5.2956	5.2956	0	2
73	24	2	0	1.2	8	50	0.3785	0.0192	7.838	267.5128	0.4999	5.5844	5.5844	2	0
74	0	2	0	1.4	8	50	0	0.0174	8	192.4561	0.5002	0	0	0	
75	25	2	0	1.4	8	50	0.4074	0.0141	7.6974	220.0888	0.5001	14.2551	14.2551	0	
76	37	2	0	1.4	8	50	0.5978	0.0163	7.5819	234.594	0.4999	20.1038	20.1038	2	
77	31	2	0	1.4	8	50	0.5005	0.0173	7.6356	227.3893	0.5	17.4642	17.4642	2	
78	28	2	0	1.4	8	50	0.4592	0.0168	7.6661	223.395	0.5001	15.7015	15.7015	0	2
79	29	2	0	1.4	8	50	0.4741	0.018	7.6558	225.5542	0.4997	16.4552	16.4552	2	0
80	0	2	0	1.5	8	50	0	0.0189	8	184.9687	0.4999	0	0	0	
81	25	2	0	1.5	8	50	0.4162	0.0157	7.6469	213.1214	0.4999	18.9404	18.9404	0	
82	37	2	0	1.5	8	50	0.5962	0.0163	7.5099	221.9676	0.4997	26.9035	26.9035	2	0
83	31	2	0	1.5	8	50	0.5103	0.0176	7.5768	215.3134	0.5	23.0942	23.0942	0	2
84	34	2	0	1.5	8	50	0.5556	0.016	7.5435	219.0398	0.5002	25.1217	25.1217	2	0
85	32	2	0	1.5	8	50	0.5238	0.0168	7.5659	219.2437	0.4999	23.912	23.912	0	2
86	0	2	0	0	11	50	0	0.0199	11	727.0122	0.4998	0	0	0	
87	25	2	0	0	11	50	0.372	0.0278	11	737.5332	0.4999	0	0	1	
