0	100	0.0000	1.5	100:0:0:0:0:0	1.6448	0.1024	119609.5880	135.2195	9197.2003	38.2958	115.0180	4
1	100	0.0000	0	100:0:0:0:0:0	1.4383	0.1523	119563.9229	225.8857	9201.0749	0.0036	45.5449	4
2	100	0.0000	0.1	100:0:0:0:0:0	1.3258	0.1658	119588.8613	223.3306	9199.1481	0.0012	47.0628	4
3	100	0.0000	0.2	100:0:0:0:0:0	1.4800	0.1603	119596.6886	220.9338	9198.5602	0.0013	45.9225	4
4	100	0.0000	0.3	100:0:0:0:0:0	1.4633	0.1567	119570.8035	219.2783	9200.5692	0.0038	43.3642	4
5	100	0.0000	0.4	100:0:0:0:0:0	1.4416	0.1710	119576.5475	224.4765	9200.1062	0.0050	45.2728	4
6	100	0.0000	0.5	100:0:0:0:0:0	1.3884	0.1686	119558.2140	218.3554	9201.5194	0.0094	46.4387	4
7	100	0.0000	0.6	100:0:0:0:0:0	1.4885	0.1630	119624.3266	211.9809	9196.4275	0.0272	44.3027	4
8	100	0.0000	0.7	100:0:0:0:0:0	1.3146	0.1574	119630.2711	204.2946	9195.9784	0.0915	45.6604	4
9	100	0.0000	0.8	100:0:0:0:0:0	1.6618	0.1514	119571.4937	188.8231	9200.4873	0.3677	45.4141	4
10	100	0.0000	0.9	100:0:0:0:0:0	1.4488	0.1533	119604.2022	177.6486	9197.9528	1.3413	44.2187	4
11	100	0.0000	1.01	100:0:0:0:0:0	1.4851	0.1262	119568.8421	164.5968	9200.6189	3.9799	52.3675	4
12	100	0.0000	1.1	100:0:0:0:0:0	1.4836	0.1133	119540.3958	153.0443	9202.7366	7.7609	58.7170	4
13	100	0.0000	1.2	100:0:0:0:0:0	1.6495	0.1050	119575.2911	141.7094	9199.9873	13.7536	70.9586	4
14	100	0.0000	1.3	100:0:0:0:0:0	1.5646	0.1082	119584.3724	136.2060	9199.2308	21.4040	85.6108	4
15	100	0.0000	1.4	100:0:0:0:0:0	1.6110	0.0863	119589.6581	142.7239	9198.7700	29.5788	101.9627	4
16	100	0.0000	1.5	0:50:50:0:0:0	1.6440	0.0528	183853.5889	146.4408	5850.1357	34.8760	351.9603	4
17	100	0.0000	0	0:50:50:0:0:0	1.6433	0.0550	182371.9451	187.3628	5919.6394	0.0092	216.9377	4
18	100	0.0000	0.1	0:50:50:0:0:0	1.5925	0.0559	183752.0226	182.6190	5874.7266	0.0061	216.4414	4
19	100	0.0000	0.2	0:50:50:0:0:0	1.5546	0.0482	183810.2947	184.3399	5874.5037	0.0040	215.9591	4
20	100	0.0000	0.3	0:50:50:0:0:0	1.6342	0.0587	183637.1954	186.2800	5877.7439	0.0139	219.6214	4
21	100	0.0000	0.4	0:50:50:0:0:0	1.6829	0.0544	183986.2762	177.4511	5867.3375	0.0118	219.6015	4
22	100	0.0000	0.5	0:50:50:0:0:0	1.5918	0.0596	182795.2470	178.0851	5903.2601	0.0205	224.0578	4
23	100	0.0000	0.6	0:50:50:0:0:0	1.6294	0.0529	183923.5214	176.9648	5866.4790	0.0523	227.0653	4
24	100	0.0000	0.7	0:50:50:0:0:0	1.6214	0.0558	183954.3681	173.0569	5863.4242	0.1118	239.6919	4
25	100	0.0000	0.8	0:50:50:0:0:0	1.6727	0.0544	183978.9645	166.6364	5860.9047	0.3890	248.1580	4
26	100	0.0000	0.9	0:50:50:0:0:0	1.5881	0.0523	184483.8621	166.5306	5842.1995	1.1756	267.6150	4
27	100	0.0000	1.01	0:50:50:0:0:0	1.6059	0.0513	183500.1729	160.6992	5868.8110	2.7775	284.4541	4
28	100	0.0000	1.1	0:50:50:0:0:0	1.5971	0.0541	183759.6807	152.6313	5859.8905	5.7317	303.8950	4
29	100	0.0000	1.2	0:50:50:0:0:0	1.6319	0.0484	183780.1842	156.2254	5858.2601	10.4193	319.3239	4
30	100	0.0000	1.3	0:50:50:0:0:0	1.5988	0.0538	183512.0567	153.4853	5863.8252	16.9739	334.1549	4
31	100	0.0000	1.4	0:50:50:0:0:0	1.5861	0.0548	183854.4242	146.6578	5854.2437	25.8643	345.2403	4
32	100	0.0000	1.5	67:16:17:0:0:0	1.6499	0.0841	139415.5507	133.2874	7823.9003	37.3979	126.8760	4
