0	0	0.0000	0	50:50:0:0:0:0	0.0000	0.0055	172158.4114	0.0000	6389.8113	0.0000	0.0000	0
1	0	0.0300	0	50:50:0:0:0:0	0.0000	0.0289	168735.1644	0.0000	6519.4675	0.0000	0.0000	0
2	0	0.0600	0	50:50:0:0:0:0	0.0000	0.0561	169465.2562	0.0000	6491.3789	0.0000	0.0000	0
3	0	0.0900	0	50:50:0:0:0:0	0.0000	0.0876	171353.2172	0.0000	6419.8431	0.0000	0.0000	0
4	0	0.1200	0	50:50:0:0:0:0	0.0000	0.1546	163159.7780	0.0000	6742.2843	0.0000	87.0098	2	0
5	0	0.1500	0	50:50:0:0:0:0	0.0000	0.1830	161812.3155	0.0000	6798.4394	0.0000	92.2886	2
6	0	0.1800	0	50:50:0:0:0:0	0.0000	0.2295	160987.1716	0.0000	6833.2881	0.0000	97.0554	2
7	0	0.2100	0	50:50:0:0:0:0	0.0000	0.2715	162459.7876	0.0000	6771.3373	0.0000	99.5953	2
8	0	0.2400	0	50:50:0:0:0:0	0.0000	0.2922	162520.9876	0.0000	6768.7897	0.0000	83.2936	2
9	0	0.2700	0	50:50:0:0:0:0	0.0000	0.3688	163167.4669	0.0000	6741.9626	0.0000	97.8858	2
10	0	0.3000	0	50:50:0:0:0:0	0.0000	0.4098	162635.6255	0.0000	6764.0121	0.0000	99.2984	2
